row_id,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins,loc_lat,loc_long
6534,320 E Montauk Hwy,,Lindenhurst,NY,11757,(631) 225-2507,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,True,40.6838909,-73.35418396493785
6535,41 Sunrise Hwy,,Lindenhurst,NY,11757,(631) 210-6006,5:30 AM - 6:00 PM,5:30 AM - 6:00 PM,5:30 AM - 6:00 PM,6:00 AM - 6:00 PM,5:30 AM - 6:00 PM,6:00 AM - 6:00 PM,6:30 AM - 5:00 PM,False,False,True,True,True,False,40.6998432,-73.3798091
6536,24809 Northern Blvd,,Little Neck,NY,11362,(718) 225-0513,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,True,True,40.7659002,-73.7407196
6537,105 2nd St,,Liverpool,NY,13088,(315) 802-2491,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,True,True,True,True,False,False,43.1023927,-76.2054582
6538,409 7th North Street,,Liverpool,NY,13088,(315) 451-6603,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False,43.09108635,-76.17037094270543
6539,4744 Buckley Rd,,Liverpool,NY,13088,(315) 396-0691,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,43.1413316,-76.18679931692783
6540,7281 Oswego Rd,,Liverpool,NY,13090,(315) 451-4430,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False,43.1224349,-76.21684915
6541,7645 Oswego Rd,,Liverpool,NY,13090,(315) 652-7840,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,43.139926149999994,-76.22781689458533
6542,51 E Park Ave,,Long Beach,NY,11561,(516) 897-2538,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,40.58840957142857,-73.66300307142858
6543,2304 Jackson Ave,,Long Island City,NY,11101,(718) 361-2848,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,False,40.7477659,-73.940758
6544,27-04 Queens Plaza S,,Long Island City,NY,11101,(718) 594-6312,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,False,40.7500303,-73.9397393
6545,30-17 39th Ave,,Long Island City,NY,11101,(718) 784-2658,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,False,N/A,N/A
6546,3043 Steinway St,,Long Island City,NY,11103,(718) 721-7888,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,False,N/A,N/A
6547,31-05 Queens Blvd,Bp Gas Station,Long Island City,NY,11101,(718) 361-1942,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,N/A,N/A
6548,3102 36th Ave,,Long Island City,NY,11106,(718) 383-1000,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 10:00 PM,False,True,True,True,False,True,N/A,N/A
6549,3326 21st St,,Long Island City,NY,11106,(718) 267-0279,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,True,40.7495624,-73.9466086
6550,34-21 Greenpoint Ave,,Long Island City,NY,11101,(718) 937-7770,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,N/A,N/A
6551,3401 Broadway,,Long Island City,NY,11106,(718) 278-4860,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,False,True,True,False,True,N/A,N/A
6552,3500 48th St,Plaza Shopping Center,Long Island City,NY,11101,(718) 784-3639,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,False,True,True,True,True,True,N/A,N/A
6553,3530 36th St,Ste A,Long Island City,NY,11106,(718) 784-2703,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,7:00 AM - 3:00 PM,Closed,False,True,True,True,False,False,N/A,N/A
6554,40-35 21st St,,Long Island City,NY,11101,(929) 208-0383,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,40.7495624,-73.9466086
6555,4202 Northern Blvd,,Long Island City,NY,11101,(718) 392-0146,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,False,True,True,False,True,40.7653274,-73.8161748
6556,44-80 21st St,,Long Island City,NY,11101,(718) 707-0019,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,False,40.7475403,-73.9477189
6557,4902 Vernon Blvd,,Long Island City,NY,11101,(718) 433-4543,6:00 AM - 11:00 PM,6:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 11:00 PM,False,True,True,True,False,True,40.7495304,-73.9522097
6558,4925 Van Dam St,Coastal Gas Station,Long Island City,NY,11101,(718) 706-6025,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,False,True,True,True,False,False,N/A,N/A
6559,7389 Utica Blvd,,Lowville,NY,13367,(315) 376-4344,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,43.77694837264406,-75.4813346159968
6560,355 Sunrise Hwy,,Lynbrook,NY,11563,(516) 887-9720,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,True,False,40.65497225,-73.6697477
6561,6 Ocean Ave,,Lynbrook,NY,11563,(516) 256-2821,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,True,40.6669602,-73.660952
6562,1231 State Route 31,,Macedon,NY,14502,(315) 986-4427,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,43.0701441,-77.2878483
6563,969 Route 6,,Mahopac,NY,10541,(845) 628-4060,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,N/A,N/A
6564,3 Spaulding Ave,,Malone,NY,12953,(518) 481-1022,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,N/A,N/A
6565,3414 State Route 11,,Malone,NY,12953,(518) 481-8226,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
6566,509 State Route 67,,Malta,NY,12020,(518) 899-4265,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,N/A,N/A
6567,229 Mamaroneck Ave,,Mamaroneck,NY,10543,(914) 272-7938,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,True,True,False,False,40.9504427,-73.7336638
6568,427 E Boston Post Rd,,Mamaroneck,NY,10543,(914) 272-7940,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:30 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False,40.9502588,-73.7298035
6569,4127 State Route 96,,Manchester,NY,14504,(585) 412-5526,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,N/A,N/A
6570,370 Plandome Rd,,Manhasset,NY,11030,(516) 365-5232,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,40.79773385,-73.69958087396289
6571,916 3rd Ave,#18,Manhattan,NY,10022,(646) 524-5805,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,False,True,True,True,False,False,N/A,N/A
6572,306 Fayette St,,Manlius,NY,13104,(315) 231-5038,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,True,False,43.0043212,-75.9821676
6573,460 County Road 111,Unit 5,Manorville,NY,11949,(631) 399-1803,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,True,False,N/A,N/A
6574,9221 River Rd,,Marcy,NY,13403,(315) 736-2703,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,43.13872615,-75.27651592062047
6575,1417 Route 9W,,Marlboro,NY,12542,,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,True,False,N/A,N/A
6576,5951 Queens Midtown Expy,In Exxon Gas Station,Maspeth,NY,11378,(718) 424-2637,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,False,N/A,N/A
6577,6103 Flushing Ave,,Maspeth,NY,11378,(718) 521-6190,5:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 11:00 PM,5:00 AM - 11:00 PM,True,True,True,True,False,True,40.7191711,-73.9071198
6578,6908 Grand Ave,,Maspeth,NY,11378,(718) 247-9530,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,40.7213485,-73.9058157
6579,1000 Carmans Rd,,Massapequa,NY,11758,(516) 795-1805,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,True,False,40.701344,-73.4324751
6580,1399 Hicksville Rd,,Massapequa,NY,11758,(516) 798-8601,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,True,True,True,True,True,40.6922812,-73.47904253011734
6581,20 Broadway,,Massapequa,NY,11758,(516) 799-1466,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,True,False,40.6777703,-73.47004331707711
6582,5477-5515 Merrick Road,,Massapequa,NY,11758,(516) 203-7519,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,True,40.6689449,-73.4353694
6583,4886 Sunrise Hwy,,Massapequa Park,NY,11762,(516) 798-3602,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,False,True,True,True,False,40.677018,-73.4548129
6584,371 S. Main St,,Massena,NY,13662,(315) 769-8773,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,44.92032195,-74.88877621711366
6585,1495 Montauk Hwy,,Mastic,NY,11950,(631) 281-2103,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,True,True,40.80618405,-72.84573215
6586,490 Mastic Rd,,Mastic Beach,NY,11951,(631) 772-2820,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,40.7803847,-72.8482716
6587,2470 State Highway 30,,Mayfield,NY,12117,(518) 661-5344,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,43.0945622,-74.2788053
6588,3742 State Route 11,,McGraw,NY,13101,(607) 758-3838,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 2:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
6589,16 S Central Ave,,Mechanicville,NY,12118,(518) 664-2022,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False,42.90214161971494,-73.68854183901895
6590,286 Express Drive South,Gulf Gas Station,Medford,NY,11763,(631) 569-4431,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,False,N/A,N/A
6591,3197 Horseblock Road,Medford Plaza Shopping Center,Medford,NY,11763,(631) 654-4936,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,N/A,N/A
6592,11378 Maple Ridge Rd,,Medina,NY,14103,(585) 798-9531,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,43.2067072,-78.387539
6593,116 Broadhollow Rd,,Melville,NY,11747,(631) 425-0935,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,True,True,40.7890893,-73.41580556098606
6594,516 Walt Whitman Rd,,Melville,NY,11747,(631) 423-2946,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,True,False,40.8117079,-73.40917277987378
6595,60 Broadway,,Menands,NY,12204,(518) 465-2970,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,42.68026985,-73.73364800493499
6596,1731 Merrick Rd,,Merrick,NY,11566,(516) 379-8149,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,True,True,40.6440665,-73.5539155
6597,1766 Merrick Ave N,,Merrick,NY,11566,(516) 377-3827,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,True,True,40.6752592,-73.5578783
6598,56 E Sunrise Hwy,,Merrick,NY,11566,(516) 608-5436,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,False,True,True,True,True,40.6619154,-73.5563818
6599,3378 Main St,,Mexico,NY,13114,(315) 963-7122,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False,43.460341,-76.23877149254976
6600,6010 80th St,,Middle Village,NY,11379,(718) 424-0615,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False,40.7191025,-73.8744697
6601,6122 Fresh Pond Rd,,Middle Village,NY,11379,(718) 418-2393,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,True,True,True,40.7127844,-73.9006243
6602,7513 Metropolitan Ave,,Middle Village,NY,11379,(718) 326-7837,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,False,True,True,True,False,False,40.71301036734694,-73.87732824489795
6603,148 Dolson Ave,,Middletown,NY,10940,(845) 344-2972,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 8:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False,41.4293687,-74.4259096
6604,2 Ben Gilman Way,,Middletown,NY,10941,(845) 673-5170,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
6605,2580 Route 302,,Middletown,NY,10941,(845) 361-5753,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,True,False,N/A,N/A
6606,350 Route 211 E,,Middletown,NY,10940,(845) 956-0090,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,False,False,False,41.455557999999996,-74.39310781129896
6607,486 Route 17M,,Middletown,NY,10940,(845) 645-1183,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,True,False,41.46616,-74.41438095409721
6608,1445 Route 199,,Milan,NY,12571,(845) 835-5093,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,True,True,True,True,False,False,N/A,N/A
6609,725 Route 25A,Store #2,Miller Place,NY,11764,(631) 228-4347,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 8:00 PM,False,True,True,True,True,True,N/A,N/A
6610,14 Trieble Ave,,Milton,NY,12020,(518) 884-8506,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,43.04810755,-73.85080745925235
6611,120 Old Country Rd,,Mineola,NY,11501,(516) 873-2500,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,40.7399647,-73.6353217
6612,126 Jericho Turnpike,,Mineola,NY,11501,(516) 248-4666,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,False,40.7496923,-73.64033359013644
6613,265 East Jericho Tpk,,Mineola,NY,11501,(516) 739-2503,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,True,True,40.7543208,-73.62512288007147
6614,2067 State Route 32,,Modena,NY,12548,(845) 883-3194,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,N/A,N/A
6615,1851 E Main St,,Mohegan Lake,NY,10547,(914) 526-5560,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,True,41.3218915,-73.8548108
6616,1197 Route 208,,Monroe,NY,10950,(845) 782-8753,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,N/A,N/A
6617,411 State Route 17M,,Monroe,NY,10950,(845) 783-4410,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,N/A,N/A
6618,791 Rt. 17,Monroe Shopping Center,Monroe,NY,10950,(845) 928-6144,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,False,False,True,True,True,False,N/A,N/A
